Key,Price
DJF/VUV,550.74
LBP/HNL,559.52
NIO/JPY,94.84
JMD/SAR,704.02
XPF/SVC,744.85
PYG/SHP,753.32
MOP/BTN,666.53
UYU/BDT,323.53
SBD/THB,745.01
SRD/AWG,685.66
PKR/LKR,869.44
HRK/CHF,971.90
BMD/PLN,987.22
SLL/MDL,597.55
USD/EGP,480.09
SYP/SHP,358.66
NPR/LRD,499.31
TWD/GMD,330.19
AED/XFU,940.34
EGP/NGN,554.94
BBD/SBD,294.77
GTQ/SLL,173.55
SBD/BDT,469.39
BBD/DKK,664.88
XAF/JPY,59.86
LBP/LBP,558.38
MMK/CLP,39.56
BMD/DOP,726.93
PEN/ILS,260.07
KZT/MZN,213.38
TZS/SVC,320.08
SYP/PEN,583.17
CHF/HKD,459.62
ARS/CLP,217.39
SGD/XPD,444.48
MMK/SHP,232.72
BWP/NIO,332.49
RSD/PYG,893.68
KRW/ZAR,859.18
DKK/XAG,344.38
XAU/UAH,319.09
VEF/CVE,428.29
SBD/BSD,727.10
MXN/NGN,915.57
XFU/NOK,317.63
BDT/AFN,809.95
ARS/CUP,916.24
ZMK/KHR,873.52
IDR/RSD,940.88
AOA/BWP,334.99
RSD/PEN,198.00
MDL/KGS,255.95
VND/ERN,317.01
VND/WST,884.94
BBD/PKR,231.48
GIP/XCD,377.19
MYR/LTL,90.13
COP/EEK,429.95
EEK/VUV,644.16
ETB/MVR,186.47
JMD/ISK,713.76
AZN/SCR,939.60
CUC/GEL,63.46
PLN/GYD,531.63
JPY/GYD,365.59
XAU/BGN,286.27
KPW/GIP,512.28
TOP/GEL,769.83
PEN/SVC,153.07
SVC/SZL,247.37
MZN/HRK,26.16
MUR/XBA,605.63
GYD/MNT,471.02
MAD/SDG,595.96
OMR/GBP,235.85
COP/HKD,866.48
TJS/KPW,446.46
BSD/SZL,553.82
DZD/XCD,347.26
SRD/MUR,249.92
BMD/IQD,642.15
DJF/KYD,166.04
BGN/INR,786.05
SDG/WST,925.08
THB/XAG,15.38
PHP/YER,64.13
IDR/GBP,266.16
BTN/NPR,574.68
THB/ANG,985.91
SGD/ERN,67.29
KGS/VUV,142.59
XDR/BBD,902.54
GIP/LSL,249.52
JMD/LVL,672.71
HNL/KMF,630.62
MMK/BOB,379.49
TWD/BIF,364.83
FJD/PHP,195.47
LVL/UZS,549.98
IDR/MKD,31.35
CLP/XBC,297.66
TWD/MKD,146.41
FKP/MVR,720.45
KZT/MKD,693.51
BGN/XBD,308.83
RON/SBD,592.37
ALL/CHF,784.93
SCR/GNF,721.05
XOF/NGN,649.09
TZS/RSD,365.00
PYG/MMK,930.73
KYD/AUD,536.31
TRY/XCD,82.70
CVE/MYR,394.25
KZT/MVR,544.32
MKD/RON,547.72
PHP/CNY,153.55
XOF/BRL,138.38
KES/PYG,516.25
NAD/BND,301.46
ZWL/AWG,20.12
KPW/SRD,937.60
JOD/RUB,783.92
SOS/HKD,85.78
PLN/XPD,104.78
QAR/NZD,123.62
XDR/XAG,356.12
JPY/UAH,798.31
CUC/XPF,965.33
PGK/VND,856.36
KZT/CDF,501.65
BIF/BND,250.99
KRW/BND,3.84
XBC/ETB,315.91
STN/MAD,952.25
BSD/NGN,495.74
HTG/TJS,445.60
SBD/XAU,92.55
ZMK/CUP,616.25
AZN/BWP,423.00
MRO/HRK,279.19
SYP/RSD,545.10
SYP/MNT,925.59
FKP/SLL,620.91
VND/MXN,136.55
SLL/ISK,606.28
BJZ8U,915.12
XBA/DKK,855.27
HRK/UYU,128.39
MWK/ARS,82.91
TTD/MVR,225.94
XBD/LAK,226.45
LSL/IRR,679.21
MMK/KMF,248.52
GHS/DOP,11.23
TMT/XPT,360.06
OMR/SDG,362.49
BYR/BBD,634.66
TRY/XAG,588.73
GMD/INR,185.20
CLP/MVR,236.26
PHP/RWF,986.63
CDF/BSD,755.72
BOB/KZT,792.72
MUR/ARS,863.35
SGD/UGX,679.74
CVE/SCR,532.47
GTQ/GHS,766.79
IRR/GNF,441.99
NGN/XBD,48.58
LYD/MKD,102.12
VUV/XPF,61.00
BAM/CUP,522.14
DZD/SRD,93.25
LBP/ZMK,22.27
VND/AOA,475.01
BYR/JOD,12.01
SAR/DZD,163.01
MWK/CRC,949.23
CVE/CZK,498.49
GEL/FKP,303.78
SDG/MVR,500.85
LSL/EUR,669.91
SRD/INR,882.42
MAD/XPD,630.43
BBD/WST,275.20
EUR/XPT,571.78
NAD/BBD,755.32
HNL/SEK,304.67
KPW/KPW,592.19
CZK/PAB,133.25
BWP/SBD,810.93
NZD/VUV,503.81
VUV/HRK,431.04
MXN/STN,186.75
EUR/XAG,292.57
BMD/MZN,789.38
GBP/TWD,132.87
ZAR/MYR,757.56
RWF/XBD,456.81
SAR/GBP,73.81
KZT/VUV,53.05
SHP/BHD,413.28
MGA/LVL,79.81
KRW/BRL,980.78
MXN/AOA,164.93
PKR/XOF,704.31
EGP/BGN,585.96
AUD/USD,226.25
SRD/OMR,536.22
VEF/MNT,348.05
KWD/ZAR,199.48
WST/SHP,685.43
IDR/CHF,90.24
KMF/BAM,881.42
CDF/NGN,735.41
PYG/GBP,316.71
BRL/PKR,873.30
KMF/AED,162.29
IRR/AMD,588.14
DZD/AMD,107.96
PHP/MNT,777.15
STN/HTG,462.12
XPD/CUC,849.81
LTL/MXN,915.34
BHD/SDG,291.19
PKR/FKP,557.19
BOB/LTL,91.09
SHP/HKD,906.50
PGK/MUR,729.70
IQD/LAK,685.63
AMD/PLN,879.15
RWF/HNL,405.45
DKK/ERN,492.42
HKD/CUC,424.68
UGX/XPD,250.73
XPF/DOP,87.57
DOP/AOA,590.11
AED/NOK,901.64
ILS/KPW,465.50
MYR/LKR,570.89
TMT/MNT,985.82
SVC/BBD,529.07
RSD/YER,768.45
BOB/ERN,244.14
BYR/TWD,933.77
GMD/KRW,125.50
MYR/KZT,413.57
BHD/HUF,549.62
SOS/MGA,451.34
NIO/CZK,975.86
HNL/MXN,916.09
XPT/MRO,970.57
GYD/ISK,169.42
RUB/SOS,348.85
BDT/GHS,296.66
BYR/TOP,590.93
XBA/HNL,563.47
XBD/CLP,164.47
SRD/LSL,689.59
LKR/XAG,607.74
BGN/LRD,613.22
CUP/LAK,679.46
BWP/RSD,496.55
XCD/XBB,850.59
PGK/GMD,468.90
PGK/HNL,794.03
FKP/FKP,193.01
CUC/LKR,665.56
MYR/SZL,630.69
ETB/XBA,647.84
STN/CLP,726.60
YER/ZMK,971.66
XBA/EGP,696.79
SDG/CDF,17.25
XBC/LAK,122.15
XFU/CUC,248.08
MRO/IDR,693.67
SVC/BDT,605.66
ZMK/QAR,981.57
XFU/HKD,165.69
HUF/PLN,143.62
NOK/FJD,541.47
CUC/TWD,455.16
NIO/JMD,753.85
AUD/XPF,769.55
XCD/ZWL,908.57
CLP/TND,236.03
XDR/GHS,143.57
TJS/XBA,128.02
LAK/FKP,659.80
JMD/BOB,524.10
GHS/DKK,425.63
ERN/SGD,212.05
MMK/CNY,857.76
BSD/MDL,957.67
KZT/HTG,306.35
LYD/MNT,32.52
UGX/TZS,917.86
YER/NAD,775.24
XBA/SAR,139.73
NGN/SVC,932.48
NPR/SGD,748.01
UAH/XAG,918.93
MGA/UGX,803.50
BND/EEK,249.25
CUP/GBP,944.43
MGA/XAF,273.78
TRY/BZD,152.16
THB/MGA,226.70
BYR/UZS,48.58
CRC/RWF,897.26
SAR/KGS,957.81
LRD/SBD,182.90
AED/FKP,523.90
GBP/BND,464.12
BGN/ETB,71.75
AED/HRK,224.30
CAD/SBD,742.70
LRD/KMF,81.04
DOP/CAD,560.33
JOD/MDL,558.00
RUB/SCR,49.44
KHR/LYD,537.55
THB/BOB,970.89
GIP/XAG,123.74
MKD/KZT,300.97
XTS/ILS,759.61
COP/ISK,839.04
NIO/BIF,59.58
GIP/CHF,815.79
MMK/BYR,215.56
KWD/MUR,775.80
PKR/ARS,830.42
XBA/LBP,841.83
BYR/XOF,233.21
HKD/LVL,395.60
LAK/SZL,622.54
SCR/SRD,651.66
AWG/MDL,504.60
BWP/ZWL,825.12
TTD/KES,634.79
SYP/PGK,83.87
ZAR/XPF,916.87
GTQ/BND,79.43
BHD/KYD,762.54
EGP/RWF,566.29
UAH/HRK,242.73
MUR/CZK,688.15
BND/TTD,393.63
EGP/BYR,885.92
BRL/MXN,82.05
BGN/KGS,289.82
VEF/GYD,836.82
SAR/GMD,214.91
XBC/MGA,581.73
ISK/UGX,883.04
JOD/BSD,210.47
LTL/AOA,948.04
AFN/CNY,679.76
MYR/TWD,948.28
ISK/PGK,184.82
IRR/BGN,434.74
BRL/GEL,92.58
RSD/XDR,410.90
CVE/DKK,833.02
BBD/LKR,121.46
LKR/XOF,127.38
NGN/IRR,341.07
SVC/HTG,290.69
KHR/UGX,68.52
ARS/XPT,449.21
CAD/CAD,572.64
MWK/CUC,238.11
NIO/BRL,255.92
XBC/XTS,925.54
KRW/GTQ,474.13
XPD/SRD,132.57
BTN/ANG,458.11
UAH/BTN,208.35
TND/JOD,557.45
CRC/TZS,58.24
MKD/EEK,71.46
LYD/SVC,445.40
BMD/MNT,173.66
FJD/MWK,733.74
CZK/MWK,925.75
NZD/CAD,938.98
TWD/XPD,615.52
BDT/IQD,260.10
XAU/BHD,350.17
PLN/MOP,185.14
MZN/BWP,674.50
WST/VEF,971.90
KPW/MNT,556.32
BWP/BSD,640.30
BAM/AUD,200.05
TTD/BMD,991.28
XBD/ISK,505.97
BAM/DKK,246.42
PYG/XPD,641.09
JPY/BTN,438.91
VEF/NIO,901.66
WST/LKR,397.45
ETB/MKD,325.11
BYR/MZN,436.71
LTL/LYD,509.41
MYR/SEK,51.71
HKD/GEL,580.90
THB/MZN,289.37
MVR/EUR,107.60
VND/BIF,750.47
UAH/GIP,752.35
ANG/CLP,739.69
IRR/TTD,122.31
LYD/LYD,890.04
SOS/SLL,113.36
ZWL/CHF,989.34
GHS/TOP,918.93
BYR/COP,677.16
XAF/CRC,907.27
PHP/KES,182.47
IDR/GYD,511.87
MYR/SDG,80.97
MOP/IRR,940.52
BAM/CAD,883.38
TJS/CDF,774.71
BYR/GYD,600.74
KRW/AOA,681.79
MKD/MUR,615.63
BAM/VUV,725.50
MZN/SYP,482.85
GYD/SAR,626.60
GHS/TND,211.69
BIF/RON,567.26
KGS/ETB,118.54
EUR/MKD,156.58
CUP/AMD,674.01
XPT/BHD,120.29
HRK/HRK,736.95
CRC/SRD,224.33
TZS/FJD,874.04
IRR/USD,358.08
SEK/MKD,326.15
MNT/KES,152.50
INR/LKR,599.69
BBD/KRW,432.78
MUR/XTS,934.80
DKK/BOB,849.59
SCR/HNL,666.28
EGP/MRO,526.94
PLN/PLN,210.71
SVC/UYU,72.35
XBC/GTQ,828.81
AOA/KHR,339.15
KRW/LBP,458.61
PGK/DZD,927.04
JPY/HRK,820.69
MOP/SHP,456.93
LVL/LYD,441.73
CLP/NAD,662.00
XAF/GBP,908.67
EEK/BIF,369.91
JOD/GBP,965.27
XCD/UGX,563.87
PGK/GBP,624.75
BHD/SEK,123.88
AWG/RUB,540.66
TOP/MOP,172.44
MMK/DZD,3.77
GTQ/IDR,733.46
TRY/LVL,439.35
XBC/UGX,869.05
CAD/STN,181.98
LKR/CLP,452.83
HKD/GBP,33.23
GEL/PLN,824.39
AZN/GIP,185.72
MAD/LBP,928.47
INR/JOD,340.83
MWK/KRW,450.60
PGK/BND,839.91
XDR/PLN,751.15
NPR/GHS,15.52
XPD/BMD,88.69
MZN/SCR,514.79
AUD/MZN,410.50
KMF/GYD,797.79
PKR/XAF,872.55
GBP/BMD,108.65
IDR/MAD,191.50
IDR/LVL,335.89
CVE/LSL,217.08
TMT/LBP,678.56
LAK/MOP,74.95
VND/THB,315.66
CUP/MMK,504.13
MVR/XCD,392.81
KMF/HUF,762.28
ZMK/SAR,527.75
BWP/LYD,475.82
CVE/ALL,892.12
LVL/XPD,762.37
XCD/MAD,845.83
XAG/GTQ,932.82
XPT/XOF,87.60
GYD/KGS,341.66
QAR/TRY,890.37
CUC/IDR,375.98
NOK/KGS,305.92
GNF/UZS,634.22
BSD/BMD,741.32
UGX/KMF,892.22
BTN/MNT,116.10
HUF/CUC,991.13
BGN/TND,822.09
NPR/NPR,157.53
IRR/TMT,354.40
JOD/JPY,876.59
SEK/DOP,49.08
MOP/AMD,214.25
SDG/PYG,326.09
HKD/EEK,668.12
VEF/MZN,63.79
SCR/QAR,812.26
IDR/SEK,397.57
TWD/EUR,222.26
USD/AZN,190.49
ZAR/LSL,107.03
ZMK/GHS,137.17
INR/HKD,529.10
BYR/NOK,431.58
BHD/MGA,423.44
ERN/LVL,400.72
ZWL/COP,865.01
SAR/NAD,558.48
INR/ZAR,77.54
CLP/NGN,905.32
BGN/VUV,82.70
QAR/TND,1.09
STN/HKD,173.13
MUR/LSL,520.12
JPY/MMK,421.81
EGP/AUD,566.62
ILS/MXN,474.42
AZN/MNT,450.18
CAD/XPT,443.67
VUV/BIF,100.98
KGS/XAG,687.43
MNT/MDL,252.86
LKR/CVE,158.13
STN/MXN,149.73
AUD/MNT,516.23
EGP/ZAR,713.20
BBD/XAG,313.51
NGN/MXN,149.73
CUP/TZS,224.01
FKP/MKD,698.58
PYG/PLN,33.56
CUC/PLN,535.25
FJD/UYU,865.33
VND/AMD,151.17
CAD/XAG,783.34
KPW/JOD,238.80
BZD/BSD,776.82
IRR/DJF,202.65
KZT/MXN,317.88
PHP/USD,491.50
BSD/MGA,251.09
JOD/DZD,432.66
XBC/YER,744.55
HRK/BMD,252.21
XAG/JPY,271.69
KPW/SYP,875.50
ILS/TMT,875.95
CZK/KMF,694.12
XDR/BRL,904.27
SOS/SDG,101.49
BOB/CZK,589.37
ERN/NOK,362.09
BSD/HKD,953.89
BBD/PYG,121.28
MDL/EGP,503.06
LBP/BYR,854.18
LRD/XBA,979.04
ETB/PGK,379.37
ETB/HUF,915.35
HKD/ILS,710.24
FKP/XFU,87.21
KRW/BMD,715.28
BBD/CVE,334.47
JPY/STN,378.96
DJF/SAR,871.76
LKR/XBD,547.45
KHR/XPT,135.76
XCD/AOA,21.96
KPW/XBD,736.78
CHF/CLP,183.01
TTD/CVE,789.81
JMD/VEF,271.77
MOP/ISK,132.30
ARS/ILS,952.17
USD/LBP,849.89
FJD/NOK,254.77
INR/BBD,508.30
DZD/UZS,905.92
VUV/BDT,878.04
SZL/AUD,640.73
PGK/CZK,837.24
XAU/AOA,619.38
PGK/BAM,245.46
PAB/JPY,122.52
CAD/XBA,109.21
GMD/XBC,671.48
EUR/QAR,581.35
XBB/MVR,744.05
LYD/UYU,648.11
RSD/XBC,929.16
KZT/XPD,259.76
ALL/BRL,397.45
XAF/STN,287.30
CDF/ZAR,607.64
NOK/AZN,404.29
XPT/GTQ,535.81
ANG/MXN,98.19
SEK/BWP,365.59
CDF/BAM,380.45
XAF/WST,724.24
MGA/GIP,739.74
HKD/MVR,853.99
KPW/GTQ,957.34
BBD/XFU,721.26
SAR/IQD,311.69
RUB/GNF,317.60
CAD/FJD,229.79
TTD/LTL,1.72
BZD/KES,271.39
UZS/ALL,248.29
LKR/MNT,345.88
DJF/LVL,73.12
MRO/USD,501.34
XOF/SBD,274.62
INR/EGP,873.00
JMD/RUB,467.83
AFN/CLP,469.82
ZWL/NPR,211.95
AWG/TZS,269.75
UYU/MMK,200.28
LAK/MVR,966.10
GNF/TJS,391.71
ZWL/PYG,373.85
ANG/ZMK,807.62
THB/IRR,923.25
CDF/SZL,392.36
GHS/DJF,984.48
LBP/NOK,524.65
KMF/MUR,547.88
TND/PGK,314.09
GHS/BDT,156.58
BIF/BIF,142.71
GEL/AMD,525.47
GHS/BRL,153.79
ARS/XBA,900.99
HNL/NAD,983.25
KGS/CZK,662.04
CLP/KZT,524.19
KPW/SEK,810.83
ILS/ARS,791.61
KGS/XAF,441.69
SYP/LBP,579.63
PKR/GIP,472.66
XPD/CLP,399.82
XTS/TND,583.29
HRK/ERN,186.64
PAB/DOP,896.11
BYR/CRC,12.68
GEL/MUR,734.64
NAD/RON,936.47
SGD/RSD,65.99
GNF/LVL,886.24
GIP/QAR,95.84
JMD/MKD,180.17
ERN/SAR,758.14
TND/HUF,348.02
STN/SYP,480.14
IQD/AUD,149.72
CRC/HNL,798.02
NGN/NPR,919.33
TMT/HNL,333.12
XOF/MVR,705.13
BDT/ZMK,453.84
CRC/CZK,957.30
MAD/UZS,91.71
MWK/BND,203.17
KGS/AUD,547.65
BWP/BZD,347.54
XAG/MWK,373.63
XBC/BHD,889.74
BND/HRK,805.79
HTG/COP,945.63
DOP/UGX,401.12
LYD/MMK,478.14
XAU/EUR,758.59
XPT/KPW,386.47
XCD/SRD,919.05
RWF/IRR,974.03
EGP/MUR,224.33
XAF/XAF,736.60
VEF/UZS,496.24
BMD/KES,971.80
CNY/DOP,790.01
SOS/NZD,611.41
MMK/NZD,248.10
BWP/HTG,270.34
MGA/MNT,46.86
DKK/YER,345.30
NGN/RSD,395.65
NPR/ILS,552.97
XAU/QAR,503.11
NIO/CUC,512.32
QAR/DZD,726.18
KPW/TJS,891.50
SGD/AMD,458.49
BGN/PYG,736.55
AFN/MVR,125.79
DOP/DJF,515.36
OMR/FKP,308.11
XBD/KZT,380.12
PLN/PKR,639.00
TND/LRD,548.57
XCD/XPF,639.05
GHS/KES,844.90
ARS/INR,130.68
GMD/HRK,120.36
MVR/EGP,485.12
AZN/MMK,617.71
SDG/SRD,421.58
KRW/FJD,371.67
ZAR/TOP,428.97
IDR/USD,506.10
KYD/PHP,925.39
BSD/AMD,61.42
SYP/GBP,423.09
56PGR,842.43
Q5XZM,709.20
K9ONA,821.37
O38G0,156.30
3K0KE,202.35
WSULW,951.89
INBZ2,820.66
BP8TG,386.63
4JVPW,293.46
IK7AF,219.45
PMKT6,509.61
QL1VE,19.65
2ZMST,22.04
MKIGB,260.68
7ICM4,403.70
QCK9P,665.92
H3QP5,844.21
CRTKK,97.61
ONPMW,947.67
72HTP,332.75
YSZ6H,945.11
33FUU,480.73
EXGX9,127.74
1P1MV,785.22
ZGJE3,429.16
30QKV,923.71
4K1ZD,23.98
YW74X,124.00
2Z2JY,997.01
X88VW,586.94
ZO8I7,664.76
XGF4H,468.42
Z1J1O,97.17
DZ2BU,821.43
HOV0R,283.36
5H0MO,806.15
NUAJH,486.74
S3AHD,223.82
T838H,436.64
1BUUT,596.68
RI382,818.40
MNVXT,458.27
4GZ3R,837.22
MQJVB,900.91
F51LE,975.51
5B5TA,598.06
WPXXZ,399.55
5ORPA,111.00
COEBL,25.28
JMQ84,840.18
R2ZMD,81.17
X89C9,963.81
QBX95,475.42
W9N3L,28.57
K6NAX,970.01
X3GDR,361.70
4XQL7,581.47
Y40XJ,36.14
L38YS,727.14
8ZGNF,278.64
MCIZZ,927.91
DMGJT,696.66
TL5DQ,389.62
K35KY,706.53
4DZCM,554.69
NCFD1,41.20
545W9,922.48
NLJFP,200.61
NF68X,977.31
QZHP0,597.54
CS4P1,179.18
488PX,620.40
G8XM1,660.96
YAN1I,350.98
GLR9Z,514.35
YPCWS,486.84
X569X,643.51
16IUR,226.83
OZFKZ,809.71
5EIBO,831.10
6X1XC,524.16
ZKD3X,912.98
NLGMN,98.72
GTGRY,156.83
ZAY5U,505.76
8Y4EA,700.95
AOJ4J,993.00
2ZZSC,68.60
GT35H,851.42
2CHBQ,921.66
FE6Y4,224.68
M0UUF,450.60
5XZMH,496.67
A4QEP,158.00
VIFBN,668.77
BZ9AG,121.74
1IACW,68.65
GGCS9,130.69
AW2LY,346.23
6Y97N,934.31
0KW2M,675.58
1S414,198.94
BH5BI,133.68
HVA0P,427.73
Z3775,661.00
IONWO,460.78
IC4T4,302.85
FQBAN,124.43
1YLXP,514.22
8VDYN,483.17
UFJRD,718.18
LRNKQ,354.64
SPT6V,226.43
5O145,896.04
VTHM3,754.48
3L74M,14.93
7WXG2,597.94
U1VXV,232.79
3HM22,200.76
20VZO,853.73
BZ4X1,48.20
913PA,853.88
Q3U6W,349.19
2ZSIH,55.65
89YRT,372.86
CJ981,728.58
JED62,123.72
O8NTG,502.96
C1MQQ,682.21
6JJHO,392.62
T0DC4,418.19
RQXIR,512.82
CN75O,880.60
KHII1,875.41
HJ2NR,155.52
5RUHC,325.23
7DGXA,779.29
U2QFS,670.99
XHLFF,495.83
6TQA6,44.99
PLO82,398.10
TJ4EQ,868.56
SG3O8,554.38
AF7VX,368.24
WFCMO,203.48
U0RX4,870.04
1UTV9,224.17
YB0W1,600.63
BK39O,403.53
LZB1L,653.84
KT4WP,523.80
DPUI9,835.86
5LDCP,929.93
TMIF7,492.49
5889G,886.11
8O3NI,821.71
LTPTV,849.75
3MDY0,78.03
3KALC,54.87
6W40X,932.42
JI4YU,337.05
DARTK,799.89
P4WW8,442.22
TQP0S,121.60
VE9RA,64.98
FXNJE,205.36
X3XBN,474.04
6CRVA,351.02
W4VES,740.53
M4LXA,429.25
AGBM2,235.64
LCJY1,926.95
M2CJ8,736.96
Y3QVF,155.77
UFNAK,455.63
RQ2NE,179.64
1UM9S,299.50
992SM,980.95
857CO,852.17
KEZTL,502.82
7IYIH,504.41
ITLSP,523.09
AL1PU,99.43
VYQFP,28.37
AKDD2,868.82
4NPQX,582.34
QMJ9J,582.90
1GI9Q,388.11
Z4248,989.30
V8SGK,333.81
XDV27,475.48
6D7WL,701.26
MA9US,616.11
J4SG2,563.41
B2YPV,707.94
37CMM,598.21
RECQ1,426.34
DZAMA,432.77
HQEYF,303.26
RHUQX,998.12
5003W,396.00
HP1ZD,873.15
66MIG,860.11
7RKDX,974.28
TCD04,418.20
YAYUE,596.84
QCR9X,98.89
HDECU,774.15
650H9,36.86
JUK43,706.46
CVXDN,522.21
35MJQ,868.80
U1W8L,225.86
MQ402,552.06
L0JDM,428.01
OBRQC,813.96
RLC5J,700.46
CPGAU,413.86
SWQ6B,252.79
UTY0N,482.64
JX6YV,622.46
3KLYO,85.93
YP5SV,361.72
PBUS8,406.71
5YVG9,953.77
MWQNT,534.38
BPQRQ,310.84
W4TR9,173.56
5N2F4,447.84
7BHT8,857.42
M1OUZ,753.30
GTSH5,866.73
BHTLK,677.69
O303W,854.05
9CO7O,106.82
HCXOX,631.26
ZUJEB,662.98
3FW2F,125.15
MBCMC,610.16
VZZJF,271.98
EM22F,483.44
1EDJ6,808.74
67GXJ,351.25
N77P9,282.84
F9PXL,811.61
31AJF,606.69
RVKD6,475.40
XGCEW,64.06
H3UIM,135.39
ZUDOE,893.97
R8T6L,897.75
Y3CN0,12.48
HANXL,179.99
C3QU1,820.62
1U81Q,375.66
5JH9X,310.06
1039M,511.42
9ZUFG,453.39
497RS,20.51
212O1,883.83
FE2WK,286.00
40RXR,925.33
3LN8W,326.32
4JGOU,179.44
G4RY1,953.16
LDABC,655.48
QBVZG,191.11
LEIFY,371.81
WZVR9,445.24
LK6QT,796.75
3S0YS,150.98
ZCUBZ,575.31
0HZUB,803.69
XQS7V,980.81
OJKUW,999.20
MI2A0,813.72
ZUH2L,734.69
WWS0S,78.89
01APB,595.11
Z1PZ0,347.08
S8MYP,58.98
EM2YK,246.79
TQV6T,38.17
X87SN,553.86
SZM3X,959.67
I5JFV,740.82
52TGE,686.74
OSY0R,857.06
31DF2,478.40
LW5P6,796.75
8LWUD,119.84
14U11,209.59
3F2C3,104.64
S1AVG,726.34
ORNJH,985.97
DW29T,558.11
5JR08,482.43
GM2WF,171.81
QLUY0,329.68
T8DR5,156.13
3RORT,415.58
5L0JO,103.58
N1MDP,618.82
7DTH2,338.64
WU7ON,743.00
YBYSG,322.44
HB6Y8,208.79
89C7T,199.18
H5KVE,821.43
YSMEI,561.93
TMWP1,575.38
OS3P0,432.54
0AAWA,858.28
6B5Q0,673.43
EG466,824.84
K16JC,39.21
2XCMD,887.17
OLT5Q,772.45
FIQ4J,219.77
VP1E7,212.34
MFIDK,968.74
DEMFM,334.05
DZ6ZK,893.42
L4JS2,648.48
Z2GRB,676.91
HYMQ9,941.38
8CTCI,470.67
RVIBO,77.35
O6PHY,994.84
VCYG3,441.08
SWFSA,331.30
XXQ3M,562.88
P1BRJ,749.21
1F6K4,438.98
8PJOX,931.51
XOBDQ,955.40
E11XH,627.97
52RHC,699.52
614QV,810.86
9MR6O,637.23
ZQ9RM,532.03
N4M5V,487.56
MN71V,35.63
VEA69,916.46
BYEI1,221.38
SFBI8,687.30
KLQMP,351.31
8HMKM,431.22
FZ0DG,901.50
JFXQQ,946.76
KOWEB,670.95
85Q5M,709.97
ZJP1O,952.04
FVQ2L,117.33
U1BA6,187.39
L82OD,81.53
MY0QV,210.17
V645I,970.33
0XCL6,661.73
DV982,801.61
BBXP2,851.77
O73OM,131.44
8F3IA,204.34
07OME,380.34
8UOO6,230.64
WQ3VU,12.50
8BHO0,683.33
6RZN7,419.30
066W4,741.92
BSZFC,869.44
6DL35,411.25
F6E15,187.64
OT3ER,961.59
YVWUT,582.54
2YA5C,680.31
4Y6HK,481.18
DQK7J,298.41
KSO8Q,976.95
ZI2BT,427.11
MK0O8,989.61
71WCA,590.08
M6VO8,39.45
HOX8N,175.86
H1VB1,48.08
7JG8X,770.14
WA4QC,621.32
JEVLA,610.84
TLRY8,631.88
G3LRR,251.60
DBZZ1,849.98
NN52O,745.23
SMBW3,657.63
YDI0F,37.79
ZAH0O,9.25
J5L7Q,785.46
I0BY9,400.59
TXYSH,283.22
QR55F,655.29
O2H8H,685.82
TWNSZ,208.88
PVLBC,3.98
AX4WQ,932.01
7SLJT,689.29
444KT,32.05
0JEHJ,535.51
HILH2,483.30
ZPZ25,748.38
LRZND,369.49
WOKNM,437.02
C2W0U,706.20
TZVLV,783.11
P3331,233.21
CTVIJ,543.23
NMLXS,672.12
IMNYT,211.54
GH5Z3,812.32
942GH,955.58
C8AB9,156.27
NSQ64,610.20
8C8IK,609.32
D6K77,401.65
0PMBB,51.45
6O10Y,167.71
BEFAM,891.94
OP4Q7,124.21
ZC5Z6,753.61
ZXO69,149.85
BFGCV,952.34
HJ1UO,797.09
RN72Q,279.73
9I3WJ,197.96
DX9GW,643.12
JIJS9,291.13
7Y70Y,218.23
6FEPX,985.63
9J1YK,658.07
9CD6Y,350.16
6UHTD,143.80
A87NX,512.56
CGZD4,286.83
WA00E,872.94
PATO1,241.35
EKC1P,194.86
AGIEX,545.39
HXBN6,66.86
Y8YRC,512.02
1EAEU,114.41
P4ZXM,365.67
MTRY2,797.71
C0HFF,973.13
FZR69,445.00
LQSIW,126.95
K83QR,45.09
58WZM,76.51
VB3MM,807.22
PWZ86,952.52
DMXFI,764.30
DSOW0,797.35
A6988,907.84
5G4IP,781.90
81V3I,333.46
92TC2,796.05
OJ4UH,572.41
166S8,157.29
JU4W3,508.24
YT3SP,139.99
20Y8V,942.08
I845O,325.00
XDY73,686.49
3HPHT,553.47
L5YGK,462.16
CNO4M,811.78
VYERE,643.70
8N4SF,323.37
C6AQT,736.38
GTR19,160.30
4T24Z,856.60
MFC7P,622.31
NLPFW,825.08
KSX8C,612.19
YO9TD,639.20
V7OHG,784.18
SS2K2,154.63
13U8P,823.95
Y31XD,834.72
XQ296,71.01
V7VDS,598.03
GNM6U,214.62
59L4C,411.01
BHER8,33.11
7E94W,893.77
61PY9,552.81
19BB4,235.96
W9T16,730.66
L25GO,953.38
FAX3X,76.89
G9RWW,668.95
68O96,37.56
4QUI3,37.15
1K3LV,926.87
U9819,569.94
BOBJW,789.41
VN5NL,679.18
KVBAH,244.24
WQ7I9,510.97
3XKKZ,633.22
HDRNY,483.25
WXPB1,721.72
DX6U9,340.13
I262O,646.92
19AHI,95.93
4GZHT,141.99
3LP6S,972.27
W3J53,295.66
28GQ2,142.70
269RG,549.28
LK1P8,641.42
HL9U0,748.45
1DJ43,322.57
0MOUH,437.23
DJ7VG,541.96
